,priceList,departureOperatorList,returnOperatorList,departureDateList,returnDateList,daysToFlight
2069,1055,KLM,Ryanair,2023-10-17,2023-10-19,134
2070,1204,Lufthansa,Ryanair,2023-10-17,2023-10-19,134
2071,1277,Lufthansa,Wizz Air,2023-10-17,2023-10-19,134
2072,1282,KLM,Wizz Air,2023-10-17,2023-10-19,134
2073,689,Wizz Air,Ryanair,2023-10-18,2023-10-20,135
2074,746,Wizz Air,Ryanair,2023-10-18,2023-10-20,135
2075,807,Wizz Air,Ryanair,2023-10-18,2023-10-20,135
2076,1218,Wizz Air,Wizz Air,2023-10-18,2023-10-20,135
2077,742,Wizz Air,Ryanair,2023-10-18,2023-10-20,135
2078,1050,Ryanair,Wizz Air,2023-10-18,2023-10-20,135
2079,1216,Ryanair,Wizz Air,2023-10-18,2023-10-20,135
2080,1405,Ryanair,Wizz Air,2023-10-18,2023-10-20,135
2081,1407,Wizz Air,Wizz Air,2023-10-18,2023-10-20,135
2082,857,Eurowings,Ryanair,2023-10-18,2023-10-20,135
2083,861,Eurowings,Ryanair,2023-10-18,2023-10-20,135
2084,909,Wizz Air,Air Serbia,2023-10-18,2023-10-20,135
2085,922,Eurowings,Ryanair,2023-10-18,2023-10-20,135
2086,1090,Lufthansa,Lufthansa,2023-10-18,2023-10-20,135
2087,1105,Wizz Air,LOT,2023-10-18,2023-10-20,135
